chain_id	chain_status	missing_steps	ligand_node_id	ligand_label	ligand_receptor_edge_id	ligand_receptor_pathway	receptor_node_id	receptor_label	receptor_tf_edge_id	receptor_tf_pathway	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	tf_target_pathway	target_gene_node_id	target_gene_label	target_relation	module_sequence	evidence_ids
CHAIN:01014	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10013	Saa1	M20B-E004781	ECM/integrin adhesion receptor family	NODE01876	Cd36										20B	M20B-EVID-004781
CHAIN:01015	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10013	Saa1	M20B-E004783	Pathway not established	NODE03820	Fpr2										20B	M20B-EVID-004783
CHAIN:01016	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10021	Saa2	M20B-E004790	Pathway not established	NODE03820	Fpr2										20B	M20B-EVID-004790
CHAIN:01017	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10021	Saa2	M20B-E004794	Innate-immune receptor family	NODE11125	Tlr2										20B	M20B-EVID-004794
CHAIN:01018	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10113	Scube2	M20B-E004801	RTK growth-factor receptor family	NODE06101	Kdr										20B	M20B-EVID-004801
CHAIN:01019	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10156	Sectm1a	M20B-E004803	Pathway not established	NODE01949	Cd7										20B	M20B-EVID-004803
CHAIN:01020	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10170	Selplg	M20B-E004811	Pathway not established	NODE10164	Sell										20B	M20B-EVID-004811
CHAIN:01021	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10170	Selplg	M20B-E004812	Pathway not established	NODE10168	Selp										20B	M20B-EVID-004812
CHAIN:01022	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10175	Sema3a	M20B-E004813	Axon-guidance/adhesion receptor family	NODE08334	NRP1_PLXNA1										20B	M20B-EVID-004813
CHAIN:01023	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10175	Sema3a	M20B-E004814	Axon-guidance/adhesion receptor family	NODE08335	NRP1_PLXNA2										20B	M20B-EVID-004814
CHAIN:01024	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10175	Sema3a	M20B-E004815	Axon-guidance/adhesion receptor family	NODE08336	NRP1_PLXNA3										20B	M20B-EVID-004815
CHAIN:01025	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10175	Sema3a	M20B-E004816	Axon-guidance/adhesion receptor family	NODE08337	NRP1_PLXNA4										20B	M20B-EVID-004816
CHAIN:01026	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10183	Sema3d	M20B-E004842	Axon-guidance/adhesion receptor family	NODE09152	Plxnd1										20B	M20B-EVID-004842
CHAIN:01027	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10186	Sema3e	M20B-E004845	Axon-guidance/adhesion receptor family	NODE09152	Plxnd1										20B	M20B-EVID-004845
CHAIN:01028	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10188	Sema3f	M20B-E004846	Pathway not established	NODE08318	Nrp1										20B	M20B-EVID-004846
CHAIN:01029	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10188	Sema3f	M20B-E004847	Axon-guidance/adhesion receptor family	NODE08352	NRP2_PLXNA1										20B	M20B-EVID-004847
CHAIN:01030	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10188	Sema3f	M20B-E004848	Axon-guidance/adhesion receptor family	NODE08353	NRP2_PLXNA2										20B	M20B-EVID-004848
CHAIN:01031	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10188	Sema3f	M20B-E004849	Axon-guidance/adhesion receptor family	NODE08354	NRP2_PLXNA3										20B	M20B-EVID-004849
CHAIN:01032	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10190	Sema3g	M20B-E004853	Axon-guidance/adhesion receptor family	NODE08352	NRP2_PLXNA1										20B	M20B-EVID-004853
CHAIN:01033	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10190	Sema3g	M20B-E004854	Axon-guidance/adhesion receptor family	NODE08353	NRP2_PLXNA2										20B	M20B-EVID-004854
CHAIN:01034	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10193	Sema4a	M20B-E004861	Pathway not established	NODE09152	Plxnd1										20B	M20B-EVID-004861
CHAIN:01035	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10207	Sema4d	M20B-E004863	Pathway not established	NODE01951	Cd72										20B	M20B-EVID-004863
CHAIN:01036	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10207	Sema4d	M20B-E004864	RTK growth-factor receptor family	NODE03340	Erbb2										20B	M20B-EVID-004864
CHAIN:01037	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10207	Sema4d	M20B-E004865	RTK growth-factor receptor family	NODE06943	Met										20B	M20B-EVID-004865
CHAIN:01038	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10207	Sema4d	M20B-E004866	Axon-guidance/adhesion receptor family	NODE09144	Plxnb1										20B	M20B-EVID-004866
CHAIN:01039	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10207	Sema4d	M20B-E004867	Axon-guidance/adhesion receptor family	NODE09145	Plxnb2										20B	M20B-EVID-004867
CHAIN:01040	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10217	Sema5a	M20B-E004870	RTK growth-factor receptor family	NODE06943	Met										20B	M20B-EVID-004870
CHAIN:01041	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10220	Sema5b	M20B-E004872	Axon-guidance/adhesion receptor family	NODE09134	Plxna1										20B	M20B-EVID-004872
CHAIN:01042	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10226	Sema6b	M20B-E004874	Axon-guidance/adhesion receptor family	NODE09137	Plxna2										20B	M20B-EVID-004874
CHAIN:01043	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10232	Sema7a	M20B-E004877	ECM/integrin adhesion receptor family	NODE05738	Itga1_Itgb1										20B	M20B-EVID-004877
CHAIN:01044	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10232	Sema7a	M20B-E004878	Axon-guidance/adhesion receptor family	NODE09151	Plxnc1										20B	M20B-EVID-004878
CHAIN:01045	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10250	Serpine1	M20B-E004888	Scavenger/uptake-associated receptor family	NODE06524	Lrp1										20B	M20B-EVID-004888
CHAIN:01046	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10253	Serpinf1	M20B-E004892	Pathway not established	NODE09132	Plxdc1										20B	M20B-EVID-004892
CHAIN:01047	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10253	Serpinf1	M20B-E004893	Pathway not established	NODE09133	Plxdc2										20B	M20B-EVID-004893
CHAIN:01048	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10264	Sfrp2	M20B-E004899	WNT/Frizzled receptor family	NODE03883	Fzd5										20B	M20B-EVID-004899
CHAIN:01049	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10268	Sftpa1	M20B-E004900	Innate-immune receptor family	NODE11125	Tlr2										20B	M20B-EVID-004900
CHAIN:01050	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10269	Sftpd	M20B-E004903	Pathway not established	NODE10342	Sirpa										20B	M20B-EVID-004903
CHAIN:01051	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10269	Sftpd	M20B-E004904	Innate-immune receptor family	NODE11146	Tlr4										20B	M20B-EVID-004904
CHAIN:01052	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10290	Shh	M20B-E004910	Hedgehog receptor family	NODE01349	Boc										20B	M20B-EVID-004910
CHAIN:01053	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10290	Shh	M20B-E004911	Hedgehog receptor family	NODE02039	Cdon										20B	M20B-EVID-004911
CHAIN:01054	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10290	Shh	M20B-E004912	Hedgehog receptor family	NODE03980	Gas1										20B	M20B-EVID-004912
CHAIN:01055	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10290	Shh	M20B-E004913	Pathway not established	NODE04338	Gpc1										20B	M20B-EVID-004913
CHAIN:01056	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10290	Shh	M20B-E004915	Pathway not established	NODE04687	Hhip										20B	M20B-EVID-004915
CHAIN:01057	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10290	Shh	M20B-E004919	Pathway not established	NODE10113	Scube2										20B	M20B-EVID-004919
CHAIN:01058	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10398	Slit1	M20B-E004924	Axon-guidance/adhesion receptor family	NODE09835	Robo2										20B	M20B-EVID-004924
CHAIN:01059	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10409	Slit3	M20B-E004932	Axon-guidance/adhesion receptor family	NODE09832	Robo1										20B	M20B-EVID-004932
CHAIN:01060	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10409	Slit3	M20B-E004933	Axon-guidance/adhesion receptor family	NODE09835	Robo2										20B	M20B-EVID-004933
CHAIN:01061	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10409	Slit3	M20B-E004934	Axon-guidance/adhesion receptor family	NODE09839	Robo4										20B	M20B-EVID-004934
CHAIN:01062	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10428	Slpi	M20B-E004939	Pathway not established	NODE09125	Plscr1										20B	M20B-EVID-004939
CHAIN:01063	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10428	Slpi	M20B-E004940	Pathway not established	NODE09127	Plscr4										20B	M20B-EVID-004940
CHAIN:01064	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10431	Slurp1	M20B-E004944	Pathway not established	NODE02167	Chrna7										20B	M20B-EVID-004944
CHAIN:01065	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10494	Snca	M20B-E004948	Pathway not established	NODE06204	Lag3										20B	M20B-EVID-004948
CHAIN:01066	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10528	Sost	M20B-E004953	Scavenger/uptake-associated receptor family	NODE06547	Lrp4										20B	M20B-EVID-004953
CHAIN:01067	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10528	Sost	M20B-E004954	WNT/Frizzled receptor family	NODE06550	Lrp5										20B	M20B-EVID-004954
CHAIN:01068	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10528	Sost	M20B-E004955	WNT/Frizzled receptor family	NODE06552	Lrp6										20B	M20B-EVID-004955
CHAIN:01069	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10532	Sostdc1	M20B-E004956	Scavenger/uptake-associated receptor family	NODE06547	Lrp4										20B	M20B-EVID-004956
CHAIN:01070	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10532	Sostdc1	M20B-E004958	WNT/Frizzled receptor family	NODE06552	Lrp6										20B	M20B-EVID-004958
CHAIN:01071	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10613	Spint1	M20B-E004962	Pathway not established	NODE10689	St14										20B	M20B-EVID-004962
CHAIN:01072	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10619	Spon1	M20B-E004964	Pathway not established	NODE00719	App										20B	M20B-EVID-004964
CHAIN:01073	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10619	Spon1	M20B-E004965	Pathway not established	NODE06558	Lrp8										20B	M20B-EVID-004965
CHAIN:01074	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10621	Spon2	M20B-E004966	ECM/integrin adhesion receptor family	NODE05866	Itgam										20B	M20B-EVID-004966
CHAIN:01075	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10621	Spon2	M20B-E004967	ECM/integrin adhesion receptor family	NODE05962	Itgb2										20B	M20B-EVID-004967
CHAIN:01076	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10627	Spp1	M20B-E004969	ECM/integrin adhesion receptor family	NODE01902	Cd44										20B	M20B-EVID-004969
CHAIN:01077	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10627	Spp1	M20B-E004970	ECM/integrin adhesion receptor family	NODE05788	ITGA4_ITGB1										20B	M20B-EVID-004970
CHAIN:01078	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10627	Spp1	M20B-E004971	ECM/integrin adhesion receptor family	NODE05808	ITGA5_ITGB1										20B	M20B-EVID-004971
CHAIN:01079	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10627	Spp1	M20B-E004972	ECM/integrin adhesion receptor family	NODE05839	ITGA8_ITGB1										20B	M20B-EVID-004972
CHAIN:01080	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10627	Spp1	M20B-E004973	ECM/integrin adhesion receptor family	NODE05847	ITGA9_ITGB1										20B	M20B-EVID-004973
CHAIN:01081	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10627	Spp1	M20B-E004974	ECM/integrin adhesion receptor family	NODE05928	ITGAV_ITGB1										20B	M20B-EVID-004974
CHAIN:01082	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10627	Spp1	M20B-E004975	ECM/integrin adhesion receptor family	NODE05929	ITGAV_ITGB3										20B	M20B-EVID-004975
CHAIN:01083	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10627	Spp1	M20B-E004976	ECM/integrin adhesion receptor family	NODE05930	ITGAV_ITGB5										20B	M20B-EVID-004976
CHAIN:01084	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10627	Spp1	M20B-E004977	ECM/integrin adhesion receptor family	NODE05931	ITGAV_ITGB6										20B	M20B-EVID-004977
CHAIN:01085	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10674	Sst	M20B-E004985	Pathway not established	NODE10677	Sstr1										20B	M20B-EVID-004985
CHAIN:01086	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10674	Sst	M20B-E004986	Pathway not established	NODE10679	Sstr2										20B	M20B-EVID-004986
CHAIN:01087	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10674	Sst	M20B-E004987	Pathway not established	NODE10683	Sstr3										20B	M20B-EVID-004987
CHAIN:01088	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10674	Sst	M20B-E004988	Pathway not established	NODE10685	Sstr4										20B	M20B-EVID-004988
CHAIN:01089	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10674	Sst	M20B-E004989	Pathway not established	NODE10687	Sstr5										20B	M20B-EVID-004989
CHAIN:01090	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10862	Tac2	M20B-E004997	Pathway not established	NODE10875	Tacr3										20B	M20B-EVID-004997
CHAIN:01091	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10920	Tcn2	M20B-E004999	Scavenger/uptake-associated receptor family	NODE06543	Lrp2										20B	M20B-EVID-004999
CHAIN:01092	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10972	Tfpi	M20B-E005012	Scavenger/uptake-associated receptor family	NODE06524	Lrp1										20B	M20B-EVID-005012
CHAIN:01093	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10980	Tg	M20B-E005016	Scavenger/uptake-associated receptor family	NODE06543	Lrp2										20B	M20B-EVID-005016
CHAIN:01094	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005024	RTK growth-factor receptor family	NODE03111	Egfr										20B	M20B-EVID-005024
CHAIN:01095	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005025	Pathway not established	NODE03225	Eng										20B	M20B-EVID-005025
CHAIN:01096	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005026	ECM/integrin adhesion receptor family	NODE05931	Itgav_Itgb6										20B	M20B-EVID-005026
CHAIN:01097	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005027	ECM/integrin adhesion receptor family	NODE05943	Itgb1										20B	M20B-EVID-005027
CHAIN:01098	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005028	ECM/integrin adhesion receptor family	NODE05964	Itgb3										20B	M20B-EVID-005028
CHAIN:01099	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005029	ECM/integrin adhesion receptor family	NODE05978	Itgb5										20B	M20B-EVID-005029
CHAIN:01100	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005030	ECM/integrin adhesion receptor family	NODE05985	Itgb8										20B	M20B-EVID-005030
CHAIN:01101	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005032	ECM/integrin adhesion receptor family	NODE10122	Sdc2										20B	M20B-EVID-005032
CHAIN:01102	partial	transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005033	TGF-beta/BMP receptor family	NODE11016	Tgfbr1_Tgfbr2	M21B-E000034	TGF-beta-SMAD	NODE10452	SMAD2						20B>21B	M20B-EVID-005033;M21B-EVID-000007
CHAIN:01103	partial	transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005033	TGF-beta/BMP receptor family	NODE11016	Tgfbr1_Tgfbr2	M21B-E000035	TGF-beta-SMAD	NODE10463	SMAD3						20B>21B	M20B-EVID-005033;M21B-EVID-000007
CHAIN:01104	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005034	TGF-beta/BMP receptor family	NODE11025	Tgfbr3										20B	M20B-EVID-005034
CHAIN:01105	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10998	Tgfb1	M20B-E005035	Pathway not established	NODE11674	Vasn										20B	M20B-EVID-005035
CHAIN:01106	partial	transcription_factor_to_target_gene	NODE11008	Tgfb2	M20B-E005039	TGF-beta/BMP receptor family	NODE11016	Tgfbr1_Tgfbr2	M21B-E000034	TGF-beta-SMAD	NODE10452	SMAD2						20B>21B	M20B-EVID-005039;M21B-EVID-000007
CHAIN:01107	partial	transcription_factor_to_target_gene	NODE11008	Tgfb2	M20B-E005039	TGF-beta/BMP receptor family	NODE11016	Tgfbr1_Tgfbr2	M21B-E000035	TGF-beta-SMAD	NODE10463	SMAD3						20B>21B	M20B-EVID-005039;M21B-EVID-000007
CHAIN:01108	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11008	Tgfb2	M20B-E005040	TGF-beta/BMP receptor family	NODE11025	Tgfbr3										20B	M20B-EVID-005040
CHAIN:01109	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11011	Tgfb3	M20B-E005041	TGF-beta/BMP receptor family	NODE00188	Acvr1_Tgfbr1_Tgfbr2										20B	M20B-EVID-005041
CHAIN:01110	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11011	Tgfb3	M20B-E005043	TGF-beta/BMP receptor family	NODE00220	Acvrl1										20B	M20B-EVID-005043
CHAIN:01111	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11011	Tgfb3	M20B-E005044	Pathway not established	NODE03225	Eng										20B	M20B-EVID-005044
CHAIN:01112	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11011	Tgfb3	M20B-E005048	ECM/integrin adhesion receptor family	NODE05982	Itgb6										20B	M20B-EVID-005048
CHAIN:01113	partial	transcription_factor_to_target_gene	NODE11011	Tgfb3	M20B-E005049	TGF-beta/BMP receptor family	NODE11016	Tgfbr1_Tgfbr2	M21B-E000034	TGF-beta-SMAD	NODE10452	SMAD2						20B>21B	M20B-EVID-005049;M21B-EVID-000007
CHAIN:01114	partial	transcription_factor_to_target_gene	NODE11011	Tgfb3	M20B-E005049	TGF-beta/BMP receptor family	NODE11016	Tgfbr1_Tgfbr2	M21B-E000035	TGF-beta-SMAD	NODE10463	SMAD3						20B>21B	M20B-EVID-005049;M21B-EVID-000007
CHAIN:01115	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11011	Tgfb3	M20B-E005050	TGF-beta/BMP receptor family	NODE11025	Tgfbr3										20B	M20B-EVID-005050
CHAIN:01116	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11031	Tgm2	M20B-E005051	ECM/integrin adhesion receptor family	NODE05774	Itga4										20B	M20B-EVID-005051
CHAIN:01117	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11031	Tgm2	M20B-E005052	ECM/integrin adhesion receptor family	NODE05840	Itga9										20B	M20B-EVID-005052
CHAIN:01118	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11031	Tgm2	M20B-E005053	ECM/integrin adhesion receptor family	NODE05943	Itgb1										20B	M20B-EVID-005053
CHAIN:01119	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11031	Tgm2	M20B-E005055	ECM/integrin adhesion receptor family	NODE10130	Sdc4										20B	M20B-EVID-005055
CHAIN:01120	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11042	Thbs1	M20B-E005058	ECM/integrin adhesion receptor family	NODE05758	Itga2b_Itgb3										20B	M20B-EVID-005058
CHAIN:01121	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11042	Thbs1	M20B-E005059	ECM/integrin adhesion receptor family	NODE05774	Itga4										20B	M20B-EVID-005059
CHAIN:01122	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11042	Thbs1	M20B-E005060	ECM/integrin adhesion receptor family	NODE05809	Itga6										20B	M20B-EVID-005060
CHAIN:01123	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11042	Thbs1	M20B-E005061	Scavenger/uptake-associated receptor family	NODE06524	Lrp1										20B	M20B-EVID-005061
CHAIN:01124	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11042	Thbs1	M20B-E005063	Synaptic/cell-adhesion receptor family	NODE09517	Ptprj										20B	M20B-EVID-005063
CHAIN:01125	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11052	Thbs2	M20B-E005067	ECM/integrin adhesion receptor family	NODE05809	Itga6										20B	M20B-EVID-005067
CHAIN:01126	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11052	Thbs2	M20B-E005068	Notch receptor family	NODE08207	Notch3										20B	M20B-EVID-005068
CHAIN:01127	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11061	Thpo	M20B-E005070	Pathway not established	NODE07505	Mpl										20B	M20B-EVID-005070
CHAIN:01128	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11076	Thy1	M20B-E005071	ECM/integrin adhesion receptor family	NODE05880	ITGAM_ITGB2										20B	M20B-EVID-005071
CHAIN:01129	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11076	Thy1	M20B-E005072	ECM/integrin adhesion receptor family	NODE05929	ITGAV_ITGB3										20B	M20B-EVID-005072
CHAIN:01130	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11076	Thy1	M20B-E005073	ECM/integrin adhesion receptor family	NODE05942	ITGAX_ITGB2										20B	M20B-EVID-005073
CHAIN:01131	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11098	Timp1	M20B-E005074	Pathway not established	NODE01942	Cd63										20B	M20B-EVID-005074
CHAIN:01132	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11102	Timp2	M20B-E005077	ECM/integrin adhesion receptor family	NODE05759	Itga3										20B	M20B-EVID-005077
CHAIN:01133	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11102	Timp2	M20B-E005078	ECM/integrin adhesion receptor family	NODE05943	Itgb1										20B	M20B-EVID-005078
CHAIN:01134	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11104	Timp3	M20B-E005079	Pathway not established	NODE00388	Agtr2										20B	M20B-EVID-005079
CHAIN:01135	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11104	Timp3	M20B-E005082	RTK growth-factor receptor family	NODE06101	Kdr										20B	M20B-EVID-005082
CHAIN:01136	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11231	Tnc	M20B-E005086	Synaptic/cell-adhesion receptor family	NODE02292	Cntn1										20B	M20B-EVID-005086
CHAIN:01137	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11231	Tnc	M20B-E005087	RTK growth-factor receptor family	NODE03111	Egfr										20B	M20B-EVID-005087
CHAIN:01138	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11231	Tnc	M20B-E005090	ECM/integrin adhesion receptor family	NODE05826	Itga7										20B	M20B-EVID-005090
CHAIN:01139	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11231	Tnc	M20B-E005092	Synaptic/cell-adhesion receptor family	NODE09536	Ptprz1										20B	M20B-EVID-005092
CHAIN:01140	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11310	Tnfsf10	M20B-E005107	Pathway not established	NODE11300	Tnfrsf11b										20B	M20B-EVID-005107
CHAIN:01141	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11314	Tnfsf13	M20B-E005111	Pathway not established	NODE03514	Fas										20B	M20B-EVID-005111
CHAIN:01142	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11414	Trf	M20B-E005135	Pathway not established	NODE10976	Tfr2										20B	M20B-EVID-005135
CHAIN:01143	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11414	Trf	M20B-E005136	Pathway not established	NODE10977	Tfrc										20B	M20B-EVID-005136
CHAIN:01144	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11417	Trh	M20B-E005137	Pathway not established	NODE11418	Trhr										20B	M20B-EVID-005137
CHAIN:01145	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11493	Tslp	M20B-E005163	Pathway not established	NODE02490	Crlf2_Il7r										20B	M20B-EVID-005163
CHAIN:01146	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11556	Ucn	M20B-E005169	GPCR receptor family	NODE02474	Crhr1										20B	M20B-EVID-005169
CHAIN:01147	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11556	Ucn	M20B-E005170	GPCR receptor family	NODE02478	Crhr2										20B	M20B-EVID-005170
CHAIN:01148	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11559	Ucn2	M20B-E005172	GPCR receptor family	NODE02478	Crhr2										20B	M20B-EVID-005172
CHAIN:01149	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11562	Ucn3	M20B-E005175	GPCR receptor family	NODE02478	Crhr2										20B	M20B-EVID-005175
CHAIN:01150	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11652	Uts2	M20B-E005177	Pathway not established	NODE11655	Uts2r										20B	M20B-EVID-005177
CHAIN:01151	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11653	Uts2b	M20B-E005178	Pathway not established	NODE10687	Sstr5										20B	M20B-EVID-005178
